timestamp,product,dealer,price,currency,in_stock,url
2026-07-26T17:35:10.079283,1 oz PAMP Lady Fortuna Gold Bar,UOB,5449.00,SGD,True,https://www.uobgroup.com/online-rates/gold-and-silver-prices.page
2026-07-26T17:35:10.079283,1 oz PAMP Lady Fortuna Gold Bar,BullionStar,5485.48,SGD,True,https://www.bullionstar.com/buy/product/gold-pamp-1oz-lady-fortuna-design
2026-07-26T17:35:10.079283,1 oz PAMP Lady Fortuna Gold Bar,Indigo Precious Metals,5511.65,SGD,True,https://www.indigopreciousmetals.com/1-oz-pamp-suisse-lady-fortuna-gold-minted-bar.html
2026-07-26T17:35:10.079283,1 oz PAMP Lady Fortuna Gold Bar,GoldSilver Central,5530.21,SGD,True,https://www.goldsilvercentral.com.sg/shop/buy-gold/buy-gold-bar/pamp-suisse/pamp-suisse-gold-bar-1oz/
2026-07-26T17:35:10.079283,1 oz Perth Mint Gold Bar,BullionStar,5425.35,SGD,True,https://www.bullionstar.com/buy/product/gold-perth-new-1-oz
2026-07-26T17:35:10.079283,1 oz Perth Mint Gold Bar,Silver Bullion,5433.49,SGD,True,https://www.silverbullion.com.sg/Product/Detail/Gold_Cast_Bar_Perth_Mint_1oz
2026-07-26T17:35:10.079283,1 oz Perth Mint Gold Bar,Indigo Precious Metals,5487.05,SGD,True,https://www.indigopreciousmetals.com/1-oz-perth-mint-cast-gold-bar.html
2026-07-26T17:35:10.079283,1 oz Canadian Maple Leaf Gold Coin,BullionStar,5433.36,SGD,True,https://www.bullionstar.com/buy/product/gold-coin-canadian-maple-1oz-2026
2026-07-26T17:35:10.079283,1 oz Canadian Maple Leaf Gold Coin,UOB,5449.00,SGD,True,https://www.uobgroup.com/online-rates/gold-and-silver-prices.page
2026-07-26T17:35:10.079283,1 oz Canadian Maple Leaf Gold Coin,Silver Bullion,5491.86,SGD,True,https://www.silverbullion.com.sg/Product/Detail/Gold_Coin_Maple_Leaf_2023_1oz
2026-07-26T17:35:10.079283,1 oz Canadian Maple Leaf Gold Coin,GoldSilver Central,5500.21,SGD,True,https://www.goldsilvercentral.com.sg/shop/buy-gold/buy-gold-coin/canadian-mint-gold-coin/prior-years-canadian-maple-leaf-gold-coin-1oz/
2026-07-26T17:35:10.079283,100 g Silver Bar,Indigo Precious Metals,270.88,SGD,True,https://www.indigopreciousmetals.com/100-gram-valcambi-silver-minted-bar-pre-order-eta-march.html
2026-07-26T17:35:10.079283,1 kg Silver Bar,Indigo Precious Metals,2559.43,SGD,True,https://www.indigopreciousmetals.com/1-kg-nadir-refinery-silver-bar.html
2026-07-26T17:35:10.079283,1 kg Silver Bar,Silver Bullion,2580.66,SGD,True,https://www.silverbullion.com.sg/Product/Detail/Silver_Bar_LBMA_Various_Brand_1kg
2026-07-26T17:35:10.079283,1 kg Silver Bar,BullionStar,2613.94,SGD,True,https://www.bullionstar.com/buy/product/silver-bar-heraeus-stacker-1kg
2026-07-26T17:35:10.079283,1 kg Silver Bar,GoldSilver Central,2747.90,SGD,True,https://www.goldsilvercentral.com.sg/shop/buy-silver/buy-silver-bar/perth-mint-silver-bar/perth-mint-silver-bar-1-kg/
