timestamp,product,dealer,price,currency,in_stock,url
2026-07-26T11:17:52.748663,1 oz PAMP Lady Fortuna Gold Bar,Silver Bullion,5465.92,SGD,False,https://www.silverbullion.com.sg/Product/Detail/Gold_Minted_Bar_PAMP_Suisse_1oz
2026-07-26T11:17:52.748663,1 oz PAMP Lady Fortuna Gold Bar,GoldSilver Central,5530.21,SGD,True,https://www.goldsilvercentral.com.sg/shop/buy-gold/buy-gold-bar/pamp-suisse/pamp-suisse-gold-bar-1oz/
2026-07-26T11:17:52.748663,1 oz Perth Mint Gold Bar,Silver Bullion,5433.49,SGD,True,https://www.silverbullion.com.sg/Product/Detail/Gold_Cast_Bar_Perth_Mint_1oz
2026-07-26T11:17:52.748663,1 oz Canadian Maple Leaf Gold Coin,Silver Bullion,5491.86,SGD,True,https://www.silverbullion.com.sg/Product/Detail/Gold_Coin_Maple_Leaf_2023_1oz
2026-07-26T11:17:52.748663,1 oz Canadian Maple Leaf Gold Coin,GoldSilver Central,5500.21,SGD,True,https://www.goldsilvercentral.com.sg/shop/buy-gold/buy-gold-coin/canadian-mint-gold-coin/prior-years-canadian-maple-leaf-gold-coin-1oz/
2026-07-26T11:17:52.748663,1 kg Silver Bar,Silver Bullion,2580.66,SGD,True,https://www.silverbullion.com.sg/Product/Detail/Silver_Bar_LBMA_Various_Brand_1kg
2026-07-26T11:17:52.748663,1 kg Silver Bar,GoldSilver Central,2747.90,SGD,True,https://www.goldsilvercentral.com.sg/shop/buy-silver/buy-silver-bar/perth-mint-silver-bar/perth-mint-silver-bar-1-kg/
